tokenId,weapons,faces,body,location,sport,pets,flowers,traffic,probability score,probability rarest,rare score,rare rarest
1296,⛏️,🥶,👨‍✈️👩‍✈️,"""👄✖️6️⃣"" 🏝️ 🟣 🆙",🏂,🐨,🍀 🔵,🏍️ 🟤,35.98550606,2930,1694,2130
1297,🧹,🤢,👨‍🚀👩‍🚀 🟤,⛪,🏋️,🐰,🌳 🟤,🛩️ 🟣,33.53284445,4290,1508,1189
1298,🗡️ 🟡,🤐,👨‍🏫👩‍🏫,🎢,🛀,🦊,💮,⛵,28.73868214,6881,2457,7162
1299,🖋️,😰 🟢,👨‍🍳👩‍🍳,🎪,🧗,🦄,💮,🚙,29.00028595,6686,2412,6891
1300,"""👅 🔟"" 🛠️ 🟠","""🤍✖️7️⃣"" 😃 ⚪ 🆙","""🚸✖️8️⃣"" 👨‍⚕️👩‍⚕️ ⚪ 🆙",🌆,🤽,🐷,🌹,🚁,42.49277798,725,1839,2972
1301,🪒 ⚪,😴,🤴👸,🏝️,🤽 🟢,🐯,🌼,🚙 🟢,33.33637694,4366,1846,3028
1302,🔧,😃,👨‍🍳👩‍🍳,🏙️,🤽,🦊,🌺 🟤,"""🚱✖️🔟"" 🛴 🟡 🆙",34.32315703,3921,1870,3244
1303,🧯,🥰 ⚫,👨‍⚕️👩‍⚕️,🌅,🛌,🐯 ⚪,💮 🟤,🚀,35.0009075,3390,1535,1328
1304,🦯,🤐,👨‍🍳👩‍🍳 ⚫,🌇,"""❎ 🔢"" 🤾 🟠",🦁,🌼,🏍️,35.03629823,3369,2003,4068
1305,🦯,😁,👨‍⚕️👩‍⚕️ 🟤,🎪 🔴,🛀,🐹,🍀,🚤,32.22693155,4921,2042,4319
1306,🎸,😎,🤴👸 🟢,⛪,⛷️,🐵,🍀,🚲 🟠,30.67039703,5953,2005,4081
1307,🪒,😅,👨‍🏭👩‍🏭 ⚪,🏕️,"""🗯️ 0️⃣"" 🚴 🔵","""🗣️ 8️⃣"" 🐨 ⚫",🍀 🟤,🚜,43.83367071,469,1101,268
1308,🧹,😂 🟡,👨‍🎤👩‍🎤,🏟️,🚴,🐯,🌵,🚄,29.27523307,6482,2450,7127
1309,⛏️,😀,🤴👸,🌉,🏊,🐰,🌳,⛵ 🟢,26.57505736,7388,2443,7082
1310,🗡️,🤢,👨‍🚀👩‍🚀,🏕️ 🟤,🛌,🐰,"""🚯 9️⃣"" 🌺 🟠",🚙,35.19069554,3277,1887,3379
1311,⛓️,😰,👨‍🎓👩‍🎓,🏞️,🕺,🐼,🌵,🛩️,25.68457686,7663,2658,7668
1312,"""🦴 3️⃣"" 🏹 🟠",🤣 🟢,👨‍🏭👩‍🏭,🎡,🏇,🦁,🌼,🚐,34.23608652,3974,2165,5391
1313,🦯,😝,👨‍💻👩‍💻 🟣,🏞️,"""👀✖️2️⃣"" 🛌 🟣 🆙",🐯,🌸,🚙 🟢,35.66657461,3060,1892,3417
1314,🧯,🤠 🟡,👨‍💻👩‍💻,⛪,🏂,🦄,🌸 🟤,🦽,32.09712286,5000,1913,3559
1315,🔦,🤯,👨‍🎤👩‍🎤,⛩️,🏌️,🐨,🌷,🏎️,25.8137449,7526,2638,7588
1316,"""👣✖️2️⃣"" ⛏️ 🟡 🆙",😀,👩‍🏫👩‍⚖️ 🟢,🌉,🚶,🐨,🌺,🚜,34.35278296,3901,2106,4856
1317,🔧 🔵,🤠,👨‍🎨👩‍🎨,⛺ ⚪,🛌,🐰 🟣,🌳,🛸,35.81361059,2998,1810,2746
1318,🔫,😁,👨‍🎨👩‍🎨,🌃,⛷️,"""📴 4️⃣"" 🐶 🔵",🏵️,🛸 ⚪,33.35339148,4356,1967,3877
1319,🧯,😰 🟢,👨‍🏫👩‍🏫,🏝️,🧗,"""🖤 🔠"" 🐨 ⚫",🌹,🚤,35.01533651,3378,1982,3956
1320,🏹 🟣,"""👣✖️0️⃣"" 🤮 🟡 🆙",👮‍♂️👮‍♀️,⛪,🤾,🐨,🌷 🔵,🚙,39.68495447,1453,1545,1391
1321,"""⭕✖️4️⃣"" 📌 ⚪ 🆙",🥰,👩‍🏫👩‍⚖️ ⚫,🌄 🔴,🏌️,🐵,🍀,🛸 ⚪,39.53074925,1487,1476,1057
1322,🏹,"""👣✖️3️⃣"" 🤮 ⚪ 🆙",👨‍🌾👩‍🌾,🏞️,🏂,🦁,🌼 🟢,🏎️,33.07652718,4489,1992,4008
1323,🦯,😂,👨‍🚀👩‍🚀,🌋,🏌️,🐱,"""🅿️✖️🆓"" 🍀 ⚪ 🆙",🚙,32.14159799,4970,2070,4550
1324,"""👥 6️⃣"" 🪒 ⚫",🥶,👨‍🎨👩‍🎨 🟠,⛺ 🟤,🛀,🐨,🌷,🚲,37.97612368,2010,1833,2916
1325,🧯,🤣,👨‍🏫👩‍🏫,🌋,🏊,🐹 ⚫,🌵 🟢,🚁,31.12939202,5772,1875,3279
1326,🧯 🟢,🤣,👨‍💼👩‍💻 🟠,🌆 🔴,🚴,🐯,🌸,🚐,35.25129224,3251,1915,3577
1327,🛠️ 🔵,🤠,👩‍🏫👩‍⚖️,🌉,🚶,🐶,"""💢 🔤"" 🌷 ⚫",🚌,35.47276417,3142,1837,2953
1328,🧯,😰,👨‍🍳👩‍🍳,🌇,🏃,"""👄✖️🆓"" 🐮 ⚪ 🆙",🍀,🦽,31.68886054,5262,2248,5877
1329,⛏️,🥰,👨‍🎓👩‍🎓,🏟️,🏊,🦄,🏵️,🚤,25.75899907,7579,2622,7540
1330,📌,😄 🟣,👨‍🏫👩‍🏫,🏙️ 🔴,🚴 🔴,🐰,🌹,🚤,35.7592305,3029,1840,2983
1331,🔫 🟣,😝 🔵,👨‍🎓👩‍🎓,🏟️ 🟣,🏊,🦊,🌻,🚤,35.03743185,3367,1857,3122
1332,🔧,🤢,👨‍🔧👩‍🔧,⛲,🤽 🟤,🐵 🔴,🏵️,🚄,30.94847873,5875,2038,4290
1333,🏹,"""🛅✖️🆓"" 😘 🟣 🆙",👩‍🏫👩‍⚖️ 🟣,🌁,🏇 🔴,🐹,🏵️,🦽,37.52305577,2248,1852,3076
1334,🗡️,🤯,"""🗣️ 8️⃣"" 👨‍🔧👩‍🔧 🟠",⛩️,🧗 🔵,🐵,🌵,🦽,35.30851588,3220,2018,4171
1335,🪓 🟣,🤯,👨‍🎤👩‍🎤 🟣,"""⭕✖️3️⃣"" 🏔️ ⚪ 🆙",🏋️ ⚫,🐷,🌺,🚀,42.25126081,772,1544,1384
1336,🛡️,😘,👨‍💼👩‍💻,🌇,🚶,🐶,🌳,🏍️,25.88568554,7473,2593,7476
1337,🎸 🟤,😝,"""🗣️ 6️⃣"" 👨‍🏫👩‍🏫 🟠",🏜️ 🔴,🏇,🐰,🏵️ 🟠,"""🔰 0️⃣"" 🚀 ⚫",47.11639581,159,950,115
1338,🖋️,😁 🟤,👨‍🍳👩‍🍳 🟡,🏕️ 🟠,🏄,🐱,🌼,"""🔱✖️4️⃣"" 🛴 🟡 🆙",41.52860007,914,1431,931
1339,🧹,😴,👨‍🍳👩‍🍳,⛺,🤺,🐼,🌷,🛸,25.58643459,7788,2689,7780
1340,"""💙 0️⃣"" 🧹 ⚫",😡,👨‍🍳👩‍🍳,🏜️,🏂 ⚪,🐵,🌻,⛵,35.85401937,2984,1984,3967
1341,⛓️,🤢 ⚪,👨‍🍳👩‍🍳 🔵,⛪,🏊,"""🆙 🆓"" 🦄 🟠",🏵️,🚁 🟤,39.64191486,1463,1498,1134
1342,"""👣✖️4️⃣"" ⛓️ 🟣 🆙",🤯 🟢,👨‍💻👩‍💻,🌄 ⚫,🤸,🐨,💮 🟤,"""🔱✖️🆓"" 🏎️ 🟣 🆙",46.61799693,203,1088,252
1343,🗡️ 🟢,😡,🤴👸 ⚫,🌄,🧗 🟤,🐯,🌺,🛸 ⚪,36.63993394,2677,1568,1505
1344,🛡️,"""👀✖️🔣"" 😡 ⚪ 🆙",👮‍♂️👮‍♀️ 🟠,🏝️,🏃,🐯,🌹 ⚫,🏎️,36.98137594,2536,1535,1329
1345,🪓,🤢 ⚪,👨‍🏭👩‍🏭,🏟️ 🟠,⛹️,🐰,🌺,🛺,32.39224546,4833,2256,5917
1346,🪒,🙄,👨‍🚀👩‍🚀,🏞️,🏂,🐴,🌳,🦽,25.72802257,7610,2641,7598
1347,🖋️,🤠,"""🆚✖️1️⃣"" 👨‍🌾👩‍🌾 ⚪ 🆙",🏟️,🚴,🐹,🌳,🛸,31.18772474,5725,2410,6875
1348,🛡️,😴 🟢,🤴👸,🏟️,🏇,🦊,🌷,🚄,28.93003396,6737,2447,7107
1349,🔧,😁,👨‍🏭👩‍🏭,"""💨✖️8️⃣"" 🌆 🟡 🆙",🏊,🐯,🌳,🛴 🟡,32.0602766,5017,2181,5531
1350,🗡️,😂,👩‍🏫👩‍⚖️,🌄,🏋️,🐴,🌸,🚄,25.61721788,7744,2706,7840
1351,🧹 🟣,🥶,👨‍🏭👩‍🏭,🏝️,"""👥 🔤"" 🚶 🟠",🐨,🍀,🛴,34.49679488,3798,2099,4790
1352,⛏️,🥰,👨‍🚀👩‍🚀,⛺ 🟣,🛌,🐼,"""🦴 🔟"" 🌻 🟠",⛵ 🟢,36.58568137,2703,1685,2084
1353,🔨,🤐,👨‍🏫👩‍🏫,⛺,🏌️,"""🚯 9️⃣"" 🐶 ⚫",🌹,🛩️,31.63060427,5311,2273,5995
1354,🖋️,😰,👨‍⚕️👩‍⚕️,"""🛂✖️🆒"" 🎪 ⚪ 🆙","""🔞✖️3️⃣"" 🤽 🟣 🆙",🦄,🌻 🟡,🚤,40.5666896,1179,1615,1750
1355,⛏️,"""🧠✖️🔟"" 😎 🟡 🆙",👨‍🏫👩‍🏫 🔵,⛺,🤾,🐱,🌺,🚐,34.49119088,3800,2068,4539
1356,🔦,😰,👮‍♂️👮‍♀️ 🟠,🌋,"""🔱✖️🔟"" 🧗 🟡 🆙",🐵,🌻,⛵ 🟢,35.50731778,3129,1755,2408
1357,🔦,🥶,👨‍🌾👩‍🌾,"""🔱✖️1️⃣"" ⛩️ ⚪ 🆙",🏄,🐵,🌺,🛩️,31.12105478,5781,2471,7224
1358,🛡️,😝,👨‍🚀👩‍🚀,🌁,🤺,🐰,🏵️,🦽,25.65738959,7693,2648,7627
1359,"""🚮 7️⃣"" ⛏️ 🟠",🤮,👮‍♂️👮‍♀️,🌉 🟠,🚴,🐮,🌵,⛵,35.30114887,3225,2171,5453
1360,🪒,"""👀✖️🔟"" 😡 🟣 🆙",👮‍♂️👮‍♀️,⛲,🏃 🟤,🐮,🍀,🚙,33.97190485,4112,2061,4476
1361,🧯,😃 🔴,"""👄✖️🔟"" 👨‍🚀👩‍🚀 ⚪ 🆙",⛺,"""👥 🔠"" 🤸 🔵",🐷,🌸 ⚫,🛸,43.14768559,592,1319,668
1362,🛡️ 🟢,"""💚✖️3️⃣"" 🤢 🟡 🆙",👨‍🎓👩‍🎓,🏞️,🤽,🐶 ⚫,🌼 🟤,🚁,40.16129455,1313,1309,647
1363,🔧,😨,👨‍⚕️👩‍⚕️,⛪,🤺,🦄,🌸,🚐,25.50187448,7895,2748,7936
1364,🗡️ 🟢,🤮,👨‍🚀👩‍🚀,"""🔞✖️8️⃣"" 🎢 🟣 🆙",🏇,🐰 ⚪,🌼,🛸,35.9162912,2954,1824,2843
1365,🎸,😁 🔵,👨‍🏫👩‍🏫,🏕️,🚴,🐻,🌻,🚄,29.60748288,6276,2332,6294
1366,🔦 ⚫,😁,👨‍🎤👩‍🎤,🌅 🟤,🚶,🐮,🌷,"""🚸✖️🔢"" 🏎️ 🟣 🆙",38.22147414,1912,1809,2735
1367,💉,🤣,👨‍🌾👩‍🌾,🏜️,🚣,🐻,🌼,🚌,25.66111581,7687,2648,7628
1368,"""👀✖️2️⃣"" ⛓️ 🟣 🆙",😁,"""👥 0️⃣"" 👨‍💼👩‍💻 🟠",🌄,🚣,🐱 🔴,🌺,🚀,38.70019286,1742,1700,2152
1369,🛠️ 🟣,🤮,👨‍🍳👩‍🍳,🎡,🤾,🐷,🌷,🚙,29.42929431,6375,2413,6899
1370,"""💙 8️⃣"" ⛏️ ⚫",😆 🟡,👨‍💼👩‍💻 🟢,🏔️,🏃 🟠,🐶 ⚫,🌹 🟤,🏍️,48.77582832,95,638,25
1371,🖋️,😨,👩‍🏫👩‍⚖️,🌃,⛷️,🐴,🍀 🟤,🚜,28.59616545,6990,2199,5630
1372,🧹,😡 🟤,👨‍⚕️👩‍⚕️,⛺,⛹️,🦁,🌵,🦽,28.57179139,7003,2469,7215
1373,🛠️,😄,👨‍🎨👩‍🎨 🟣,🌆,"""📴 6️⃣"" ⛷️ 🔵",🐱 🟤,"""🅿️✖️1️⃣"" 🏵️ 🟡 🆙",🦽,42.72819317,675,1254,517
1374,⛓️,🥰,👮‍♂️👮‍♀️,🌃,⛹️,🐶 🟠,🌺,⛵,28.68589475,6926,2339,6349
1375,⛓️,🤣,👨‍🏭👩‍🏭,🌆,🚴,🐴,🌹,⛵,25.31020502,7987,2762,7961
1376,"""💠✖️8️⃣"" 🛠️ 🟣 🆙",😁,👨‍🍳👩‍🍳,🏝️,"""👅 2️⃣"" 🚶 🔵",🦁,🌸,"""🚼 3️⃣"" 🚌 🟠",42.6719248,683,1832,2911
1377,🦯,🤠,👨‍💼👩‍💻,🌇,🧗 🟣,🐼,🌹,🚁,29.83728231,6186,2402,6811
1378,🛠️,🤢,👨‍🎨👩‍🎨,⛩️ 🔵,🤽,🐵,🌵 🔴,🚀 ⚫,34.44009849,3834,1660,1963
1379,🪒 🟢,😎,👨‍🔧👩‍🔧,🌃,🕺 🔴,🐷,🍀 🔵,🏍️ 🟤,35.87515507,2969,1440,949
1380,🔧,🤮 🔴,👨‍🎓👩‍🎓,"""🚸✖️🔤"" 🌁 ⚪ 🆙",🤾,🐹,🌺,🛩️ 🟣,35.35786781,3200,2011,4124
1381,🪒,😄,👨‍🏫👩‍🏫,🏕️,🏂,🐷,"""🚳✖️3️⃣"" 🌹 🟡 🆙",🚌,32.12127511,4978,2086,4673
1382,🪒,🤣,👨‍🏭👩‍🏭 🔴,⛪,🏇,🐴,🌼,🛺,28.61088023,6976,2268,5974
1383,"""🈂️ 8️⃣"" 🛠️ ⚫","""🚱✖️🔠"" 🥰 🟡 🆙","""💠✖️9️⃣"" 🤴👸 🟣 🆙",🏖️ ⚪,🏂,🐱 🔴,🍀,🏎️,48.2815759,108,1152,324
1384,🧹,😁,"""💜✖️9️⃣"" 👨‍🔧👩‍🔧 ⚪ 🆙",⛺ 🟡,⛹️ 🟢,🐻,🌳,🛺 🔴,39.25159538,1562,1586,1594
1385,🔫 ⚫,😄,👨‍✈️👩‍✈️,🏟️,🤺 🔵,🐱 🟤,🌹,🚲 🟠,36.72897504,2650,1501,1150
1386,🔦,"""🦴 🔢"" 😨 🟠","""🚳✖️7️⃣"" 👨‍🎓👩‍🎓 🟣 🆙",⛲,🏌️,🐨,🌵,🛩️ 🟣,38.51848653,1806,1815,2787
1387,⛓️,🤐,👨‍🎓👩‍🎓,🏔️,🏂,🐰,🌵,🛺,25.46311165,7922,2714,7866
1388,🔫,😘,👮‍♂️👮‍♀️,🌁,🏂,🐯,🌳,🏍️ 🟤,26.58521481,7385,2448,7115
1389,🔫,😆,👨‍🔧👩‍🔧,🌅 🟤,🤸,🐵,🌵 ⚪,🚄,32.04874157,5023,1914,3568
1390,⛓️,😀,👨‍💻👩‍💻,🏜️ 🔴,⛷️,"""🚱✖️🔟"" 🐮 🟣 🆙",🌺,🏎️ 🟣,36.2040591,2841,1881,3328
1391,🦯,😡,👨‍🚀👩‍🚀 ⚫,🏖️ 🟢,⛷️,🦁,🌷,🛩️,33.60815144,4259,2131,5083
1392,🛠️,🤯,👨‍🎤👩‍🎤,🌋,🏊,🐻 🟢,🌵,🚁 🟤,28.35352396,7125,2198,5628
1393,"""🤍✖️🔣"" 🦯 🟡 🆙",🤐 ⚪,👨‍🏭👩‍🏭,🎪,🏃,🐱 🟢,🏵️,🚄,37.67150042,2151,1716,2213
1394,🔧 ⚪,"""🤍✖️🔢"" 😃 🟡 🆙",👨‍⚕️👩‍⚕️,🏟️,🚣,🐼,🌳,🏍️,34.88456851,3472,2085,4664
1395,🔨,"""💭✖️🔣"" 😝 🟣 🆙",🤴👸 🟢,🌅,"""🗯️ 2️⃣"" 🛀 ⚫",🐱,🍀,🛴 🟡,41.94220244,827,1431,932
1396,"""❎ 4️⃣"" 🛡️ 🟠",😆 🔴,👨‍✈️👩‍✈️ 🔴,"""💢 1️⃣"" 🌃 🟠",⛹️ 🟣,🐻 🟤,🌼,🦽 ⚪,50.73894623,50,620,20
1397,🪒,😝 🔴,👨‍🎨👩‍🎨,🌋,🕺,🐻,🌼,🚤,28.99768313,6692,2346,6386
1398,🗡️,🥰,👨‍💻👩‍💻 🟡,"""🀄 🔟"" ⛩️ ⚫",🤺 ⚫,🐨,🌺,🏎️,38.88076174,1686,1860,3155
1399,🔦,😆 🟢,👨‍🏭👩‍🏭,🎪,🛌,🐻,🏵️,🛴,29.0136178,6676,2415,6909
1400,🎸,🤐 🟢,👨‍💻👩‍💻,⛪,🏄,"""🅿️✖️🔟"" 🐰 🟣 🆙",🌳,🚙 🟢,35.53776604,3118,1772,2494
1401,📌 ⚫,🤢 🟤,👨‍🚀👩‍🚀,🏞️,🧗 🟤,🐴,🏵️,"""🈂️ 🔢"" 🚤 🔵",40.17317283,1308,1527,1289
1402,🛠️,🥰,"""💨✖️0️⃣"" 👮‍♂️👮‍♀️ 🟡 🆙",🌋,🤺,🐰,🏵️ 🟢,🦽,34.54741276,3758,1806,2710
1403,🔫,😄,👨‍🚀👩‍🚀 🔴,🏞️,🏄 🔵,🐱,🌼 🟡,🛸,36.14706434,2865,1509,1192
1404,💉,😎,👨‍🚀👩‍🚀,🏖️,🚴 🔵,🦊,🌵,🚲,29.44147578,6369,2419,6935
1405,🔫,😂,👨‍🌾👩‍🌾 🟤,⛩️ 🔴,🏌️,🦄 ⚫,💮,🦽,35.11187082,3325,1723,2258
1406,🔨,🤐,👨‍🌾👩‍🌾,🏟️ 🟢,🚣 🟤,🐻,🌸 🟢,🏎️,34.09040341,4046,1676,2043
1407,🛠️,😅,👨‍🎓👩‍🎓,🌅,🤸,🐶,🏵️ 🟤,🚜,28.88708688,6768,2166,5400
1408,💉 🔵,"""👄✖️0️⃣"" 🙄 🟣 🆙",👨‍🚀👩‍🚀,🌁,🏄,"""🅿️✖️9️⃣"" 🦊 🟣 🆙",🍀,🛴,40.32056563,1251,1739,2345
1409,🪓,😃,👨‍🎤👩‍🎤,🏔️,🤽 ⚫,🐵,🌼 🟡,🚜,33.32709486,4372,1909,3532
1410,💉,😨 🟡,👨‍🎓👩‍🎓,"""🔱✖️3️⃣"" ⛩️ 🟡 🆙",🛌,🐰,🌳,🛺,35.38560971,3187,2136,5128
1411,🧹,😰 🟤,👨‍🌾👩‍🌾,🌁,"""👅 🆒"" 🛌 🔵",🦄,🌹,🚄,34.04638444,4069,2187,5569
1412,"""👅 1️⃣"" 🖋️ 🔵",🥰,👨‍🎤👩‍🎤,🏜️,🤺 🟣,🐹,💮,⛵,34.99964592,3392,2123,5012
1413,"""🚱✖️7️⃣"" 🛠️ 🟡 🆙",😎,👩‍🏫👩‍⚖️ 🔴,⛪ 🟠,🛌,"""🚮 7️⃣"" 🐶 🔵",💮,⛵,43.91067326,458,1436,941
1414,🧹,🤮,👨‍🎤👩‍🎤,🌄,🏋️,🦄,🍀 🔴,🚤,28.63390696,6965,2182,5537
1415,💉,😆,👨‍🔧👩‍🔧 🔵,🏞️,🏂,🐷 🟤,🌼,🛴,31.55565467,5377,1967,3878
1416,🖋️,😀 🔴,"""🧡 7️⃣"" 👨‍💼👩‍💻 🔵",⛲,🏄,🐹,🌸,🚐,34.95421337,3419,2150,5247
1417,🛠️,"""👀✖️🔟"" 😡 🟣 🆙",👨‍🎤👩‍🎤,⛩️ 🟤,🏋️,🐵 🟢,🌼,🛴 🟡,36.81599279,2618,1560,1465
1418,🖋️,😃,👨‍🏫👩‍🏫,"""🖤 1️⃣"" 🏖️ ⚫",🏄,🐵,"""👣✖️🔠"" 🌵 🟡 🆙",🚀,37.6147717,2184,1838,2961
1419,🛠️,😰,👨‍💻👩‍💻,🌇,🏊,🐱,🌹,🚜,25.66454246,7683,2653,7641
1420,🛡️,🤢,👨‍🏭👩‍🏭,⛩️,🤺,"""📴 🔟"" 🐹 🔵",🌸,🛴,31.7110457,5241,2300,6117
1421,🧯,😨,👨‍🎨👩‍🎨 🟢,🌆 🟠,🚶,🐻,🌻 🔴,🛸,35.24428231,3252,1614,1743
1422,🛡️,"""🚯 🔣"" 😂 ⚫",👨‍✈️👩‍✈️,🌆,"""👅 2️⃣"" 🛌 🟠",🐰 ⚪,🌺,"""🆙 8️⃣"" 🚲 🟠",45.38892835,298,1519,1245
1423,⛏️,😝,👨‍🌾👩‍🌾,🎪 🟣,🏄,"""🦴 🆒"" 🦄 🟠","""👥 1️⃣"" 🌷 🔵",🚁,41.21828919,986,1525,1277
1424,🪒,😎,👨‍🚀👩‍🚀,🌉,⛹️,🦄,🍀 🟢,🚁,28.50989617,7034,2207,5685
1425,🧯,😎 🟢,👮‍♂️👮‍♀️ 🟢,🏔️ 🟠,🏇,🐯,"""🔸 8️⃣"" 🌷 ⚫","""🛃 1️⃣"" 🚤 🔵",46.91377606,175,1013,176
1426,🖋️,🤢,👨‍🍳👩‍🍳,🏖️,🤺 ⚫,🐰,🌵 🟣,🚲,33.5130336,4298,1865,3198
1427,🗡️ 🟣,🤐 🟡,"""🚼 7️⃣"" 👨‍🏫👩‍🏫 🟠",🏕️,🏊 🟢,🐵,🌸,🛴,40.81828272,1094,1551,1421
1428,🪓,"""💠✖️7️⃣"" 😁 ⚪ 🆙",👨‍🎨👩‍🎨,⛲ 🔴,🤺,"""💥✖️4️⃣"" 🐮 🟡 🆙",💮,🚙,39.24966437,1564,1834,2927
1429,⛏️,🤠,👨‍🚀👩‍🚀,🏕️ 🔴,🏃,🐵,🌵,🚁,28.24840732,7170,2432,7021
1430,🔧,🤢 🔴,👨‍🚀👩‍🚀,🏞️ 🟤,🛌,🐵,🌺,🚙 🟢,32.41470139,4814,2079,4617
1431,🪓 🟤,🥶,👨‍💻👩‍💻,🏖️ ⚫,🚣,🐹,🌹,⛵ 🟢,33.76357102,4215,1953,3803
1432,🪒,"""🀄 🔣"" 🤯 🟠",👨‍⚕️👩‍⚕️,⛪,🚣,🦊,🌹,🚜,31.21681104,5699,2418,6925
1433,"""🧠✖️🆓"" 🧹 🟣 🆙",🤢 🟣,👨‍🌾👩‍🌾,🏕️ 🟢,🛌,🐶,🌺 🟤,🛸,41.66769867,880,1465,1022
1434,🏹,🙄,🤴👸,🌁 🟡,"""🛃 2️⃣"" ⛷️ 🔵",🐰,🍀,"""🔞✖️🔤"" 🦽 ⚪ 🆙",40.95136755,1055,1760,2434
1435,🖋️,🤢,👨‍🏫👩‍🏫,🎡,"""🈂️ 6️⃣"" 🤺 🟠",🐷,🍀,🛩️,31.26238451,5656,2388,6690
1436,🗡️,"""📴 8️⃣"" 🤮 🔵",👨‍✈️👩‍✈️,🏞️,"""💠✖️8️⃣"" 🕺 ⚪ 🆙",🐴,"""🧠✖️0️⃣"" 🌳 ⚪ 🆙",🚁 🟤,44.11183476,430,1400,868
1437,🏹,😁,👨‍🏭👩‍🏭 ⚪,🌆 🟡,🏊,🐻,🌸,"""🧠✖️🆓"" 🦽 ⚪ 🆙",38.6241033,1770,1864,3186
1438,🔦,😀,👨‍🍳👩‍🍳,🌆,🤺,🐶,🌻,"""🆚✖️8️⃣"" 🦽 ⚪ 🆙",31.43450985,5481,2310,6162
1439,🛠️ 🟤,😀,👨‍🔧👩‍🔧,"""🀄 🆒"" ⛩️ ⚫",🚶 ⚪,🐼,"""🧠✖️2️⃣"" 🌳 ⚪ 🆙",🚤,44.03578467,443,1315,658
1440,🔦,😁,"""🛅✖️🔢"" 👨‍🏭👩‍🏭 🟣 🆙","""💠✖️8️⃣"" 🌃 🟡 🆙",🚣,🐷,🏵️,🏍️ 🟤,37.93142464,2024,1861,3163
1441,🔦 🟠,🥰,👨‍🎤👩‍🎤,⛩️ 🟤,🧗,🐵 🟢,🌸,🛺,33.84190726,4177,1856,3109
1442,🗡️,😰,👨‍🎓👩‍🎓,"""🖤 4️⃣"" 🏖️ 🔵",🕺,🦊,🏵️,🚤 🔵,32.09220387,5006,2155,5302
1443,🗡️,🥰,"""🚳✖️0️⃣"" 👨‍🎓👩‍🎓 🟣 🆙",🌇,⛷️,🐮 🟡,🌵,🚐,34.03710656,4076,2007,4086
1444,🎸,🤐,👨‍⚕️👩‍⚕️,🌅,"""🀄 2️⃣"" 🏇 ⚫",🐻,🌷,🛵,31.28694545,5629,2399,6789
1445,🔧,😄,"""💹✖️1️⃣"" 👨‍✈️👩‍✈️ ⚪ 🆙",⛺ 🟠,🕺,🐼,🌳,🚁,34.68262818,3648,2082,4638
1446,🗡️,😨,👨‍🎓👩‍🎓,🌄,⛹️,🐨 🟠,🏵️,🚙 🟢,29.00081093,6685,2118,4971
1447,🪓,😴,👮‍♂️👮‍♀️,🏜️,🚶 🟤,🦁,💮 🟢,🦽,31.21375767,5704,1945,3765
1448,🧯,😆,🤴👸 🟡,🌁,"""🛂✖️5️⃣"" ⛹️ ⚪ 🆙",🦄,🏵️ ⚪,🚜,38.16195682,1933,1570,1514
1449,🗡️,🤠 🟡,👨‍💼👩‍💻,🌆,⛹️ 🔴,🐴,🌳,🛵,31.91597431,5106,2178,5506
1450,📌,😴,👨‍💼👩‍💻 🟣,"""🖤 2️⃣"" 🏖️ 🟠",🏇,🦊,🌼,🚤,35.29204012,3231,2044,4339
1451,🔫,😀,👨‍🎓👩‍🎓,🌅,🛀,🦁,🌺 ⚫,🛴,29.16916793,6553,2178,5507
1452,🦯,🤯,👩‍🏫👩‍⚖️ 🔴,🏔️ 🟣,🛀,"""👀✖️4️⃣"" 🐮 ⚪ 🆙","""🆚✖️6️⃣"" 🌳 ⚪ 🆙",🏍️ 🟤,45.82378233,262,1025,186
1453,🔫,😡 🟡,👨‍🎨👩‍🎨,🌇,🤺 🟢,🐵,🌸 🟤,🦽,35.18649948,3279,1654,1931
1454,⛓️,😄,👨‍🏭👩‍🏭,🏙️,🤺,🐹 🔵,"""💠✖️🔤"" 🌼 🟡 🆙",🚀,34.65987901,3667,1748,2374
1455,📌,🤮,👮‍♂️👮‍♀️,🌆,🏊,"""🛂✖️2️⃣"" 🦊 ⚪ 🆙","""🈂️ 3️⃣"" 🌷 🟠",🚁,37.471204,2285,1871,3251
1456,🛠️ 🟢,🤯,👨‍🎨👩‍🎨,🎡,🏇,🐶 ⚫,🌳,🛴,30.82165608,5915,2087,4679
1457,"""🆙 3️⃣"" 🧯 🔵",🙄,👨‍🎤👩‍🎤 🔴,🏞️,🧗,🐼,💮,🛴 🟡,36.33455759,2795,1735,2325
1458,🛡️,😅,"""🔱✖️🆒"" 👨‍🚀👩‍🚀 🟣 🆙",⛺,🛌 🟤,🐯 🟡,💮 🔴,🚤,40.78241378,1110,1137,306
1459,🗡️,😘,👨‍⚕️👩‍⚕️,🎪 ⚫,🚶,🐨,💮,🚐,29.48113138,6342,2472,7230
1460,⛏️,🤐,👨‍🍳👩‍🍳,🌁,🤺,🐨 🔵,🌺 ⚫,🚲,31.77374618,5193,1814,2782
1461,⛓️,😎,🤴👸,🌉 🟢,🧗,🐮,🌻,"""💜✖️🔠"" 🏎️ 🟣 🆙",34.92475175,3443,2026,4209
